synset,rating,list,word
661824,0.5,"['check', 'check up on', 'look into', 'check out', 'suss out', 'check over', 'go over', 'check into']",check into
662182,0,"['check', 'check off', 'mark', 'mark off', 'tick off', 'tick']",check off
661824,0.5,"['check', 'check up on', 'look into', 'check out', 'suss out', 'check over', 'go over', 'check into']",check out
661824,0.5,"['check', 'check up on', 'look into', 'check out', 'suss out', 'check over', 'go over', 'check into']",check over
661824,0.5,"['check', 'check up on', 'look into', 'check out', 'suss out', 'check over', 'go over', 'check into']",check up on
2081563,0.333333333,"['comforting', 'cheering', 'satisfying']",cheering
9240621,0.5,"['chain', 'chemical chain']",chemical chain
13840958,0,"['chemistry', 'interpersonal chemistry', 'alchemy']",chemistry
1789514,0,"['harass', 'hassle', 'harry', 'chivy', 'chivvy', 'chevy', 'chevvy', 'beset', 'plague', 'molest', 'provoke']",chevvy
1789514,0,"['harass', 'hassle', 'harry', 'chivy', 'chivvy', 'chevy', 'chevvy', 'beset', 'plague', 'molest', 'provoke']",chevy
1104624,0,"['cheat', 'chouse', 'shaft', 'screw', 'chicane', 'jockey']",chicane
1277426,0.25,"['chief', 'main', 'primary', 'principal', 'master']",chief
73897,0.466666667,"['chiefly', 'principally', 'primarily', 'mainly', 'in the main']",chiefly
1082998,0.5,['childless'],childless
1256600,0.333333333,"['carve', 'chip at']",chip at
2308741,0.5,"['contribute', 'give', 'chip in', 'kick in']",chip in
1789514,0,"['harass', 'hassle', 'harry', 'chivy', 'chivvy', 'chevy', 'chevvy', 'beset', 'plague', 'molest', 'provoke']",chivvy
1789514,0,"['harass', 'hassle', 'harry', 'chivy', 'chivvy', 'chevy', 'chevvy', 'beset', 'plague', 'molest', 'provoke']",chivy
161243,0,"['choice', 'selection', 'option', 'pick']",choice
1730799,0,"['choir', 'chorus']",choir
13912992,0.4,"['constriction', 'bottleneck', 'chokepoint']",chokepoint
1258091,0,"['chop', 'chop up']",chop
1258091,0,"['chop', 'chop up']",chop up
719705,0,"['job', 'task', 'chore']",chore
1730799,0,"['choir', 'chorus']",chorus
8188449,0.5,"['chorus', 'chorus line']",chorus line
1104624,0,"['cheat', 'chouse', 'shaft', 'screw', 'chicane', 'jockey']",chouse
7425011,0.333333333,"['mutation', 'genetic mutation', 'chromosomal mutation']",chromosomal mutation
1024643,0.333333333,"['mapping', 'chromosome mapping']",chromosome mapping
2956880,0.5,['chronological'],chronological
1075524,0.5,"['chummy', 'matey', 'pally', 'palsy-walsy']",chummy
1385920,0.25,"['lump', 'chunk']",chunk
4465933,0,"['traffic circle', 'circle', 'rotary', 'roundabout']",circle
310666,0,"['tour', 'circuit']",circuit
969873,0,"['go around', 'spread', 'circulate']",circulate
368302,0.333333333,['circulation'],circulation
13942875,0,['circumstance'],circumstance
1023259,0,"['quote', 'cite']",cite
4898208,0.5,['citizenship'],citizenship
526696,0.25,['citywide'],citywide
642379,0,"['civil', 'polite']",civil
8111783,0.333333333,"['civilization', 'civilisation']",civilisation
2388403,0.25,"['educate', 'school', 'train', 'cultivate', 'civilize', 'civilise']",civilise
1227908,0.5,"['politeness', 'civility']",civility
8111783,0.333333333,"['civilization', 'civilisation']",civilization
2388403,0.25,"['educate', 'school', 'train', 'cultivate', 'civilize', 'civilise']",civilize
756076,0.2,"['claim', 'take', 'exact']",claim
7969695,0.333333333,"['kin', 'kin group', 'kinship group', 'kindred', 'clan', 'tribe']",clan
4889337,0.333333333,"['clannishness', 'cliquishness', 'exclusiveness']",clannishness
264192,0.333333333,"['clearing', 'clarification']",clarification
13981137,0,"['clash', 'friction']",clash
508592,0.25,['clashing'],clashing
7997703,0,"['class', 'category', 'family']",class
5732756,0,"['classification', 'categorization', 'categorisation', 'sorting']",classification
2508803,0.333333333,['classify'],classify
1532589,0,"['clean', 'make clean']",clean
6486405,0,"['cleanup', 'cleanup position', 'cleanup spot']",cleanup
6486405,0,"['cleanup', 'cleanup position', 'cleanup spot']",cleanup position
6486405,0,"['cleanup', 'cleanup position', 'cleanup spot']",cleanup spot
181664,0.5,"['unclutter', 'clear']",clear
264192,0.333333333,"['clearing', 'clarification']",clearing
1220885,0,"['cling', 'cleave', 'adhere', 'stick', 'cohere']",cleave
8152787,0.25,['clergy'],clergy
6643763,0,"['clue', 'clew', 'cue']",clew
112828,0,"['click', 'mouse click']",click
2885370,0,['client-server'],client-server
2487718,0,['climactic'],climactic
325110,0,"['climb', 'mount']",climb
417859,0.333333333,"['hug', 'clinch', 'squeeze']",clinch
1220885,0,"['cling', 'cleave', 'adhere', 'stick', 'cohere']",cling
1220303,0,"['cling to', 'hold close', 'hold tight', 'clutch']",cling to
2973017,0,"['cartridge holder', 'cartridge clip', 'clip', 'magazine']",clip
359614,0.333333333,"['clip', 'clipping', 'snip']",clipping
4889337,0.333333333,"['clannishness', 'cliquishness', 'exclusiveness']",cliquishness
1859055,0.5,"['cloistered', 'reclusive', 'secluded', 'sequestered']",cloistered
3626925,0.125,"['knockoff', 'clone']",clone
2054541,0,"['close', 'come together']",close
448314,0,"['at hand', 'close at hand', 'imminent', 'impendent', 'impending']",close at hand
2426395,0.333333333,"['close up', 'close', 'fold', 'shut down', 'close down']",close down
7015,0,"['approximately', 'about', 'close to', 'just about', 'some', 'roughly', 'more or less', 'around', 'or so']",close to
1291941,0,"['close up', 'close']",close up
1447937,0.5,"['close', 'snug', 'close-fitting']",close-fitting
9246883,0.333333333,"['closed chain', 'ring']",closed chain
229260,0.333333333,"['closure', 'closedown', 'closing', 'shutdown']",closedown
160659,0,"['closely', 'intimately', 'nearly']",closely
5085572,0.166666667,"['nearness', 'closeness']",closeness
344040,0.333333333,"['shutting', 'closing']",closing
5789089,0,"['settlement', 'resolution', 'closure']",closure
6667027,0.333333333,"['closure by compartment', 'guillotine']",closure by compartment
2386675,0.333333333,"['invest', 'clothe', 'adorn']",clothe
5157274,0.333333333,"['pull', 'clout']",clout
6643763,0,"['clue', 'clew', 'cue']",clue
2025009,0,"['cluster', 'constellate', 'flock', 'clump']",clump
2025009,0,"['cluster', 'constellate', 'flock', 'clump']",cluster
7959943,0.333333333,"['bunch', 'clump', 'cluster', 'clustering']",clustering
1220303,0,"['cling to', 'hold close', 'hold tight', 'clutch']",clutch
2660442,0,"['coincide', 'co-occur', 'cooccur']",co-occur
7284554,0.333333333,"['accompaniment', 'concomitant', 'attendant', 'co-occurrence']",co-occurrence
2378496,0.333333333,"['coincident', 'coincidental', 'coinciding', 'concurrent', 'co-occurrent', 'cooccurring', 'simultaneous']",co-occurrent
2362460,0.25,['co-opt'],co-opt
164999,0.222222222,"['co-option', 'co-optation']",co-optation
164999,0.222222222,"['co-option', 'co-optation']",co-option
1486704,0,"['coordinated', 'co-ordinated', 'matching']",co-ordinated
1931262,0,['coach'],coach
1205156,0,"['collaboration', 'coaction']",coaction
2260382,0.25,"['coagulated', 'solidified']",coagulated
394813,0,"['blend', 'flux', 'mix', 'conflate', 'commingle', 'immix', 'fuse', 'coalesce', 'meld', 'combine', 'merge']",coalesce
2476637,0.142857143,"['amalgamate', 'amalgamated', 'coalesced', 'consolidated', 'fused']",coalesced
382109,0.5,"['coalescence', 'coalescency', 'coalition', 'concretion', 'conglutination']",coalescence
382109,0.5,"['coalescence', 'coalescency', 'coalition', 'concretion', 'conglutination']",coalescency
14418662,0.090909091,"['coalition', 'fusion']",coalition
712225,0.333333333,"['application', 'coating', 'covering']",coating
3059685,0.4,['cobweb'],cobweb
6032246,0,"['correlation coefficient', 'coefficient of correlation', 'correlation']",coefficient of correlation
8369406,0,"['coevals', 'contemporaries', 'generation']",coevals
13957268,0,['coexistence'],coexistence
190115,0.333333333,"['aware', 'cognizant', 'cognisant']",cognisant
594621,0.333333333,"['know', 'cognize', 'cognise']",cognise
190115,0.333333333,"['aware', 'cognizant', 'cognisant']",cognizant
594621,0.333333333,"['know', 'cognize', 'cognise']",cognize
2651193,0.375,"['cohabit', 'live together', 'shack up']",cohabit
1220885,0,"['cling', 'cleave', 'adhere', 'stick', 'cohere']",cohere
14420464,0,"['coherence', 'coherency', 'cohesion', 'cohesiveness']",coherence
14420464,0,"['coherence', 'coherency', 'cohesion', 'cohesiveness']",coherency
14420464,0,"['coherence', 'coherency', 'cohesion', 'cohesiveness']",cohesion
14420464,0,"['coherence', 'coherency', 'cohesion', 'cohesiveness']",cohesiveness
38849,0.333333333,"['dress', 'arrange', 'set', 'do', 'coif', 'coiffe', 'coiffure']",coif
38849,0.333333333,"['dress', 'arrange', 'set', 'do', 'coif', 'coiffe', 'coiffure']",coiffe
38849,0.333333333,"['dress', 'arrange', 'set', 'do', 'coif', 'coiffe', 'coiffure']",coiffure
2660442,0,"['coincide', 'co-occur', 'cooccur']",coincide
5077661,0.5,['coincidence'],coincidence
2378496,0.333333333,"['coincident', 'coincidental', 'coinciding', 'concurrent', 'co-occurrent', 'cooccurring', 'simultaneous']",coincident
2378496,0.333333333,"['coincident', 'coincidental', 'coinciding', 'concurrent', 'co-occurrent', 'cooccurring', 'simultaneous']",coincidental
2378496,0.333333333,"['coincident', 'coincidental', 'coinciding', 'concurrent', 'co-occurrent', 'cooccurring', 'simultaneous']",coinciding
849059,0,"['coitus interruptus', 'withdrawal method', 'withdrawal', 'pulling out', 'onanism']",coitus interruptus
617413,0.333333333,"['slight', 'cold-shoulder']",cold-shoulder
1205341,0,"['collaboration', 'collaborationism', 'quislingism']",collaboration
1205341,0,"['collaboration', 'collaborationism', 'quislingism']",collaborationism
620208,0,['collaborative'],collaborative
1785579,0.333333333,"['crack up', 'crack', 'crock up', 'break up', 'collapse']",collapse
1384439,0,"['collect', 'pull in']",collect
3147919,0.333333333,"['collected', 'gathered']",collected
1014066,0.333333333,"['collection', 'collecting', 'assembling', 'aggregation']",collecting
7951464,0,"['collection', 'aggregation', 'accumulation', 'assemblage']",collection
2112701,0,"['corporate', 'collective']",collective
298507,0.333333333,"['collectivist', 'collectivistic', 'collectivized', 'collectivised', 'state-controlled']",collectivised
298507,0.333333333,"['collectivist', 'collectivistic', 'collectivized', 'collectivised', 'state-controlled']",collectivist
298507,0.333333333,"['collectivist', 'collectivistic', 'collectivized', 'collectivised', 'state-controlled']",collectivistic
298507,0.333333333,"['collectivist', 'collectivistic', 'collectivized', 'collectivised', 'state-controlled']",collectivized
3069381,0,['collector'],collector
2699792,0.5,['collegial'],collegial
1561143,0.162055336,"['collide', 'clash']",collide
3070193,0,['collider'],collider
713167,0.25,"['associate', 'tie in', 'relate', 'link', 'colligate', 'link up', 'connect']",colligate
7302542,0,"['collision', 'hit']",collision
7176962,0,"['connivance', 'collusion']",collusion
1534147,0,"['dirty', 'soil', 'begrime', 'grime', 'colly', 'bemire']",colly
414174,0,"['colonize', 'colonise']",colonise
1311605,0.5,"['colonized', 'colonised', 'settled']",colonised
414174,0,"['colonize', 'colonise']",colonize
1311605,0.5,"['colonized', 'colonised', 'settled']",colonized
3073977,0.5,"['column', 'pillar']",column
1170962,0,"['fight', 'fighting', 'combat', 'scrap']",combat
1517632,0,['combatant'],combatant
82766,0.363636364,"['battleful', 'bellicose', 'combative']",combative
378985,0,"['combination', 'combining', 'compounding']",combination
472336,0,"['combinative', 'combinatory']",combinative
1331244,0.333333333,"['combinative', 'combinatory', 'combinatorial']",combinatorial
472336,0,"['combinative', 'combinatory']",combinatory
193486,0,"['compound', 'combine']",combine
1329830,0.375,['combined'],combined
7373803,0,"['combining', 'combine']",combining
1849221,0,"['come', 'come up']",come
2023107,0,"['meet', 'run into', 'encounter', 'run across', 'come across', 'see']",come across
2406585,0,"['succeed', 'come after', 'follow']",come after
334186,0,"['break', 'separate', 'split up', 'fall apart', 'come apart']",come apart
548153,0.375,"['come back', 'return']",come back
2666060,0.4,"['approximate', 'come close']",come close
2625016,0,"['come forth', 'emerge']",come forth
935456,0,"['come out of the closet', 'out', 'come out']",come out
935456,0,"['come out of the closet', 'out', 'come out']",come out of the closet
2676054,0,"['refer', 'pertain', 'relate', 'concern', 'come to', 'bear on', 'touch', 'touch on', 'have-to doe with']",come to
2054541,0,"['close', 'come together']",come together
1849221,0,"['come', 'come up']",come up
990655,0.333333333,"['address', 'accost', 'come up to']",come up to
2716165,0,"['attach to', 'accompany', 'come with', 'go with']",come with
2081563,0.333333333,"['comforting', 'cheering', 'satisfying']",comforting
1732601,0.222222222,"['approaching', 'coming', 'forthcoming', 'upcoming']",coming
7447022,0.5,"['return', 'coming back']",coming back
146856,0,"['merging', 'meeting', 'coming together']",coming together
2441022,0,"['control', 'command']",command
1205232,0.5,"['commanding', 'dominating', 'overlooking']",commanding
612042,0.25,"['commemorate', 'memorialize', 'memorialise', 'immortalize', 'immortalise', 'record']",commemorate
348746,0.5,"['begin', 'lead off', 'start', 'commence']",commence
15265518,0,"['beginning', 'commencement', 'first', 'outset', 'get-go', 'start', 'kickoff', 'starting time', 'showtime', 'offset']",commencement
6686736,0.272727273,"['approval', 'commendation']",commendation
481592,0.5,['commensurable'],commensurable
394813,0,"['blend', 'flux', 'mix', 'conflate', 'commingle', 'immix', 'fuse', 'coalesce', 'meld', 'combine', 'merge']",commingle
6633692,0.333333333,"['condolence', 'commiseration']",commiseration
2271137,0,"['invest', 'put', 'commit', 'place']",commit
1239868,0,['commitment'],commitment
4646990,0.4,"['committedness', 'commitment']",committedness
1462005,0.098360656,"['mix', 'mingle', 'commix', 'unify', 'amalgamate']",commix
2152473,0,"['common', 'mutual']",common
7947255,0.5,"['folk', 'folks', 'common people']",common people
493012,0,['communal'],communal
760402,0,"['commune', 'communicate']",commune
760402,0,"['commune', 'communicate']",communicate
6252138,0.4,"['communication', 'communicating']",communicating
33020,0.333333333,['communication'],communication
6260121,0,"['channel', 'communication channel', 'line']",communication channel
494907,0.5,"['communicative', 'communicatory']",communicative
494907,0.5,"['communicative', 'communicatory']",communicatory
7134575,0,"['communion', 'sharing']",communion
8223802,0,['community'],community
13971382,0.333333333,"['community', 'community of interests']",community of interests
4737234,0,"['replaceability', 'substitutability', 'commutability']",commutability
196485,0,"['substitution', 'exchange', 'commutation']",commutation
161987,0,"['commute', 'convert', 'exchange']",commute
1389329,0,"['compress', 'compact', 'pack together']",compact
2716767,0,"['company', 'companion', 'accompany', 'keep company']",companion
13929588,0,"['company', 'companionship', 'fellowship', 'society']",companionship
2716767,0,"['company', 'companion', 'accompany', 'keep company']",company
4746842,0,"['comparison', 'compare', 'equivalence', 'comparability']",comparability
503982,0,['comparable'],comparable
370597,0,['comparably'],comparably
6322693,0,"['comparative', 'comparative degree']",comparative
6322693,0,"['comparative', 'comparative degree']",comparative degree
4746842,0,"['comparison', 'compare', 'equivalence', 'comparability']",compare
142665,0.278688525,"['comparison', 'comparing']",comparing
4746842,0,"['comparison', 'compare', 'equivalence', 'comparability']",comparison
507464,0.166666667,['compatible'],compatible
287749,0,['compatibly'],compatibly
2635420,0.4,['compel'],compel
1770591,0.333333333,['compelling'],compelling
6591442,0.4,"['collection', 'compendium']",compendium
1708663,0.5,"['compensable', 'paying', 'remunerative', 'salaried', 'stipendiary']",compensable
2250625,0.333333333,"['compensate', 'recompense', 'repair', 'indemnify']",compensate
1072262,0.333333333,"['compete', 'vie', 'contend']",compete
1168569,0,"['competition', 'contention', 'rivalry']",competition
297755,0,"['competitive', 'free-enterprise', 'private-enterprise']",competitive
512487,0.5,"['competitive', 'competitory']",competitory
1627105,0,['compile'],compile
49016,0.5,"['complemental', 'complementary', 'completing']",complemental
13841467,0,['complementarity'],complementarity
2381963,0.333333333,['complementary'],complementary
157624,0.333333333,['completely'],completely
49016,0.5,"['complemental', 'complementary', 'completing']",completing
557419,0.333333333,"['completion', 'pass completion']",completion
2176178,0,['complex'],complex
1203676,0,"['conformity', 'conformation', 'compliance', 'abidance']",compliance
696518,0.25,['compliant'],compliant
4766620,0.333333333,"['complicatedness', 'complication', 'knottiness', 'tortuousness']",complicatedness
4766620,0.333333333,"['complicatedness', 'complication', 'knottiness', 'tortuousness']",complication
13809207,0,"['part', 'portion', 'component part', 'component', 'constituent']",component
13809207,0,"['part', 'portion', 'component part', 'component', 'constituent']",component part
706804,0.333333333,"['frame', 'compose', 'draw up']",compose
939452,0.333333333,"['composing', 'composition']",composing
939452,0.333333333,"['composing', 'composition']",composition
193486,0,"['compound', 'combine']",compound
378985,0,"['combination', 'combining', 'compounding']",compounding
2629793,0.5,"['embrace', 'encompass', 'comprehend', 'cover']",comprehend
4819026,0.4,"['comprehensibility', 'understandability']",comprehensibility
13794034,0.333333333,"['inclusion', 'comprehension']",comprehension
1389329,0,"['compress', 'compact', 'pack together']",compress
1655538,0.333333333,"['compressed', 'tight']",compressed
356790,0.25,"['compression', 'compressing']",compressing
356790,0.25,"['compression', 'compressing']",compression
2629535,0,"['incorporate', 'contain', 'comprise']",comprise
1205564,0.2,"['compromise', 'via media']",compromise
1026262,0,"['compromising', 'conciliatory', 'flexible']",compromising
289294,0.333333333,['con'],con
1048912,0,"['concealment', 'concealing', 'hiding']",concealing
1048912,0,"['concealment', 'concealing', 'hiding']",concealment
2316649,0.25,"['concede', 'yield', 'cede', 'grant']",concede
7176243,0,"['concession', 'conceding', 'yielding']",conceding
236999,0.333333333,"['reduce', 'boil down', 'concentrate']",concentrate
2676496,0,"['focus on', 'center on', 'revolve around', 'revolve about', 'concentrate on', 'center']",concentrate on
757923,0.333333333,"['saturated', 'concentrated']",concentrated
5704266,0,"['concentration', 'engrossment', 'absorption', 'immersion']",concentration
7328942,0,"['creation', 'conception']",conception
2676054,0,"['refer', 'pertain', 'relate', 'concern', 'come to', 'bear on', 'touch', 'touch on', 'have-to doe with']",concern
7176243,0,"['concession', 'conceding', 'yielding']",concession
764902,0.333333333,"['reconcile', 'patch up', 'make up', 'conciliate', 'settle']",conciliate
759551,0.5,"['conciliatory', 'conciliative']",conciliative
1026262,0,"['compromising', 'conciliatory', 'flexible']",conciliatory
715074,0.333333333,['conclude'],conclude
1010271,0.333333333,"['concluding', 'final', 'last', 'terminal']",concluding
162632,0,"['decision', 'determination', 'conclusion']",conclusion
1634142,0.5,"['think up', 'think of', 'dream up', 'hatch', 'concoct']",concoct
122844,0,"['attendant', 'consequent', 'accompanying', 'concomitant', 'incidental', 'ensuant', 'resultant', 'sequent']",concomitant
7180183,0,"['harmony', 'concord', 'concordance']",concord
7180183,0,"['harmony', 'concord', 'concordance']",concordance
382109,0.5,"['coalescence', 'coalescency', 'coalition', 'concretion', 'conglutination']",concretion
805376,0,"['agree', 'hold', 'concur', 'concord']",concur
13971802,0,"['concurrence', 'meeting of minds']",concurrence
2378496,0.333333333,"['coincident', 'coincidental', 'coinciding', 'concurrent', 'co-occurrent', 'cooccurring', 'simultaneous']",concurrent
120223,0.142857143,"['concurrently', 'at the same time']",concurrently
906735,0,"['sentence', 'condemn', 'doom']",condemn
2591312,0.5,"['condescend', 'deign', 'descend']",condescend
6719404,0,"['condescension', 'disdain', 'patronage']",condescension
2553697,0,"['discipline', 'train', 'check', 'condition']",condition
13860281,0,"['implication', 'logical implication', 'conditional relation']",conditional relation
6633692,0.333333333,"['condolence', 'commiseration']",condolence
893167,0.333333333,"['excuse', 'condone']",condone
2555908,0,"['contribute', 'lead', 'conduce']",conduce
1999798,0,"['lead', 'take', 'direct', 'conduct', 'guide']",conduct
4594489,0.333333333,"['wire', 'conducting wire']",conducting wire
3088707,0,['conductor'],conductor
7134850,0.333333333,"['chat', 'confab', 'confabulation', 'schmooze', 'schmoose']",confab
876665,0.5,"['confer', 'confabulate', 'confab', 'consult']",confabulate
7134850,0.333333333,"['chat', 'confab', 'confabulation', 'schmooze', 'schmoose']",confabulation
6524935,0.25,"['conspiracy', 'confederacy']",confederacy
2470685,0,"['band together', 'confederate']",confederate
2476485,0,"['allied', 'confederate', 'confederative']",confederative
876665,0.5,"['confer', 'confabulate', 'confab', 'consult']",confer
877559,0,"['consult', 'confer with']",confer with
8308497,0,['conference'],conference
1086356,0.333333333,"['bestowal', 'bestowment', 'conferral', 'conferment']",conferment
1086356,0.333333333,"['bestowal', 'bestowment', 'conferral', 'conferment']",conferral
6651577,0,"['tip', 'lead', 'steer', 'confidential information', 'wind', 'hint']",confidential information
14416668,0.5,['confidentiality'],confidentiality
2711114,0.125,"['enclose', 'hold in', 'confine']",confine
665886,0,"['confirm', 'corroborate', 'sustain', 'substantiate', 'support', 'affirm']",confirm
5825245,0.333333333,"['confirmation', 'verification', 'check', 'substantiation']",confirmation
85678,0.5,"['confiscation', 'arrogation']",confiscation
394813,0,"['blend', 'flux', 'mix', 'conflate', 'commingle', 'immix', 'fuse', 'coalesce', 'meld', 'combine', 'merge']",conflate
7181935,0,"['dispute', 'difference', 'difference of opinion', 'conflict']",conflict
578234,0,"['at odds', 'conflicting', 'contradictory', 'self-contradictory']",conflicting
380881,0,"['confluence', 'conflux', 'merging']",confluence
380881,0,"['confluence', 'conflux', 'merging']",conflux
2662979,0.333333333,['conform'],conform
150776,0,"['follow', 'conform to']",conform to
1203676,0,"['conformity', 'conformation', 'compliance', 'abidance']",conformation
1203676,0,"['conformity', 'conformation', 'compliance', 'abidance']",conformity
619610,0.333333333,"['confuse', 'confound']",confound
812298,0.4,"['confront', 'face up', 'face']",confront
7181043,0,"['confrontation', 'encounter', 'showdown', 'face-off']",confrontation
619610,0.333333333,"['confuse', 'confound']",confuse
1084486,0,"['congested', 'engorged']",congested
1330114,0.285714286,['conglomerate'],conglomerate
382109,0.5,"['coalescence', 'coalescency', 'coalition', 'concretion', 'conglutination']",conglutination
1772498,0.5,"['pride', 'plume', 'congratulate']",congratulate
6633896,0,"['congratulation', 'felicitation']",congratulation
2023600,0,['congregate'],congregate
1231686,0,"['congregation', 'congregating']",congregating
7976181,0,['congregation'],congregation
507912,0,['congruous'],congruous
1291069,0,"['join', 'conjoin']",conjoin
2112455,0.230769231,"['conjoined', 'conjoint']",conjoined
2112455,0.230769231,"['conjoined', 'conjoint']",conjoint
2477211,0,"['conjugate', 'conjugated', 'coupled']",conjugate
2477211,0,"['conjugate', 'conjugated', 'coupled']",conjugated
381680,0,"['union', 'unification', 'uniting', 'conjugation', 'jointure']",conjugation
6325826,0,"['conjunction', 'conjunctive', 'connective', 'continuative']",conjunction
563648,0,['conjunctive'],conjunctive
7417298,0,['conjuncture'],conjuncture
1629958,0.333333333,"['raise', 'conjure', 'conjure up', 'invoke', 'evoke', 'stir', 'call down', 'arouse', 'bring up', 'put forward', 'call forth']",conjure
1629958,0.333333333,"['raise', 'conjure', 'conjure up', 'invoke', 'evoke', 'stir', 'call down', 'arouse', 'bring up', 'put forward', 'call forth']",conjure up
1354673,0,"['connect', 'link', 'tie', 'link up']",connect
566099,0.076923077,['connected'],connected
14419164,0,"['connection', 'link', 'connectedness']",connectedness
13870805,0,"['connection', 'connexion', 'link']",connection
6325826,0,"['conjunction', 'conjunctive', 'connective', 'continuative']",connective
13870805,0,"['connection', 'connexion', 'link']",connexion
7176962,0,"['connivance', 'collusion']",connivance
931232,0.25,"['connote', 'predicate']",connote
1114303,0.5,['conquer'],conquer
887463,0.333333333,"['give', 'dedicate', 'consecrate', 'commit', 'devote']",consecrate
1667729,0,"['consecutive', 'sequent', 'sequential', 'serial', 'successive']",consecutive
13971901,0,['consensus'],consensus
11410625,0,"['consequence', 'effect', 'outcome', 'result', 'event', 'issue', 'upshot']",consequence
122844,0,"['attendant', 'consequent', 'accompanying', 'concomitant', 'incidental', 'ensuant', 'resultant', 'sequent']",consequent
1277753,0.2,"['consequential', 'eventful']",consequential
62857,0,"['consequently', 'accordingly']",consequently
819274,0,['conservation'],conservation
2348324,0.5,['consign'],consign
2633356,0.333333333,"['consist', 'comprise']",consist
1200095,0.333333333,"['consistent', 'uniform']",consistent
120474,0,"['systematically', 'consistently']",consistently
197319,0.375,"['comforting', 'consolatory', 'consoling']",consolatory
2476637,0.142857143,"['amalgamate', 'amalgamated', 'coalesced', 'consolidated', 'fused']",consolidated
1237415,0,"['consolidation', 'integration']",consolidation
197319,0.375,"['comforting', 'consolatory', 'consoling']",consoling
1927747,0.285714286,"['run', 'consort']",consort
2989459,0.125,['conspecific'],conspecific
5908882,0,"['conspiracy', 'cabal']",conspiracy
5708818,0.5,"['constancy', 'perceptual constancy']",constancy
2025009,0,"['cluster', 'constellate', 'flock', 'clump']",constellate
6312966,0,"['constituent', 'grammatical constituent']",constituent
2396205,0,"['appoint', 'name', 'nominate', 'constitute']",constitute
1635146,0.285714286,"['established', 'constituted']",constituted
237078,0.5,"['constitution', 'establishment', 'formation', 'organization', 'organisation']",constitution
1301051,0.333333333,"['restrain', 'encumber', 'cumber', 'constrain']",constrain
1149621,0.333333333,['constraint'],constraint
13912992,0.4,"['constriction', 'bottleneck', 'chokepoint']",constriction
1654628,0,"['construct', 'build', 'make']",construct
873381,0,['construction'],construction
623151,0.333333333,"['interpret', 'construe', 'see']",construe
877559,0,"['consult', 'confer with']",consult
631712,0.333333333,['consultancy'],consultancy
1264050,0.222222222,"['reference', 'consultation']",consultation
61598,0.5,['consummation'],consummation
13451804,0,"['consumption', 'economic consumption', 'usance', 'use', 'use of goods and services']",consumption
1205696,0,"['touch', 'adjoin', 'meet', 'contact']",contact
2629535,0,"['incorporate', 'contain', 'comprise']",contain
1303449,0.307692308,"['corrupting', 'contaminating']",contaminating
14487731,0,"['contamination', 'taint']",contamination
2378872,0,"['contemporaneous', 'contemporary']",contemporaneous
8369406,0,"['coevals', 'contemporaries', 'generation']",contemporaries
2378872,0,"['contemporaneous', 'contemporary']",contemporary
4915687,0.333333333,"['contempt', 'disrespect']",contempt
1072262,0.333333333,"['compete', 'vie', 'contend']",contend
6598915,0,"['message', 'content', 'subject matter', 'substance']",content
1168569,0,"['competition', 'contention', 'rivalry']",contention
566342,0.137931034,"['adjacent', 'conterminous', 'contiguous', 'neighboring']",conterminous
7456188,0,"['contest', 'competition']",contest
6284898,0,"['context', 'linguistic context', 'context of use']",context
6284898,0,"['context', 'linguistic context', 'context of use']",context of use
566342,0.137931034,"['adjacent', 'conterminous', 'contiguous', 'neighboring']",contiguous
7290761,0,"['eventuality', 'contingency', 'contingence']",contingence
7290761,0,"['eventuality', 'contingency', 'contingence']",contingency
15133488,0.333333333,"['duration', 'continuance']",continuance
6399503,0,"['sequel', 'continuation']",continuation
6325826,0,"['conjunction', 'conjunctive', 'connective', 'continuative']",continuative
2747922,0,"['continue', 'persist in']",continue
597758,0,['continued'],continued
597988,0.5,['continuing'],continuing
7010393,0,['continuity'],continuity
191656,0.333333333,['continuously'],continuously
1350699,0.333333333,"['contort', 'deform', 'distort', 'wring']",contort
442057,0.166666667,"['counterclockwise', 'anticlockwise', 'contraclockwise']",contraclockwise
2409941,0.5,"['sign', 'contract', 'sign on', 'sign up']",contract
2663141,0,"['contradict', 'belie', 'negate']",contradict
578234,0,"['at odds', 'conflicting', 'contradictory', 'self-contradictory']",contradictory
13858604,0.103448276,"['reverse', 'contrary', 'opposite']",contrary
5748786,0,"['line', 'dividing line', 'demarcation', 'contrast']",contrast
1170813,0.428571429,"['dispute', 'contravention']",contravention
2237782,0,"['put up', 'contribute']",contribute
787465,0,"['contribution', 'part', 'share']",contribution
1224744,0,"['operate', 'control']",control
5798569,0,"['control condition', 'control']",control condition
3096960,0,"['control', 'controller']",controller
302622,0.5,"['controversially', 'polemically']",controversially
776059,0,"['oppose', 'controvert', 'contradict']",controvert
6715223,0.333333333,"['abuse', 'insult', 'revilement', 'contumely', 'vilification']",contumely
793037,0,"['convoke', 'convene']",convene
5667613,0,"['convention', 'normal', 'pattern', 'rule', 'formula']",convention
368847,0,['converge'],converge
5863106,0,"['convergence', 'convergency']",convergence
5863106,0,"['convergence', 'convergency']",convergency
2382762,0.25,['converse'],converse
78050,0.333333333,['conversely'],conversely
7415730,0,"['conversion', 'transition', 'changeover']",conversion
