"synset","rating","words","examples__001","examples__002","examples__003","examples__004","examples__005","examples__006","examples__007","examples__008","examples__009","examples__010","examples__011","words__-"
"","","animate","","","","","","","","","","","",""
"","","invigorate","","","","","","","","","","","",""
"","","enliven","","","","","","","","","","","",""
"","","exalt","","","","","","","","","","","",""
"128477","0.8","","","","","","","","","","","","","bunt"
"703875","1.6","","I contemplated leaving school and taking a full-time job","","","","","","","","","","","contemplate"
"62451","0.8","fulfillment","","","","","","","","","","","",""
"","","fulfilment","","","","","","","","","","","",""
"7203900","1.2","","I was hoping for a yes","","","","","","","","","","","yes"
"5793000","0.6","","","","","","","","","","","","","explanation"
"1410222","0.4","","a locker that usually contained paper, ink, and suchlike equipment","","","","","","","","","","","suchlike"
"4072193","1.1428571428571428","","","","","","","","","","","","","regulator"
"574422","1.5714285714285714","","","","","","","","","","","","","conservative"
"14528873","0.42857142857142855","exemption","","","","","","","","","","","",""
"","","freedom","","","","","","","","","","","",""
"5765415","0.42857142857142855","symbol","the eagle is a symbol of the United States","","","","","","","","","","",""
"","","symbolization","","","","","","","","","","","",""
"","","symbolisation","","","","","","","","","","","",""
"","","symbolic representation","","","","","","","","","","","",""
"2960352","1.3333333333333333","car","the car was on the top floor","","","","","","","","","","",""
"","","elevator car","","","","","","","","","","","",""
"6023969","0.5714285714285714","mean","","","","","","","","","","","",""
"","","mean value","","","","","","","","","","","",""
"126584","1.7142857142857142","","","","","","","","","","","","","batting"
"1115349","1.1666666666666667","genuine","a genuine Picasso","genuine leather","","","","","","","","","",""
"","","echt","","","","","","","","","","","",""
"3199647","2.0","","","","","","","","","","","","","diner"
"6778925","1.6666666666666667","belly laugh","","","","","","","","","","","",""
"","","sidesplitter","","","","","","","","","","","",""
"","","howler","","","","","","","","","","","",""
"","","thigh-slapper","","","","","","","","","","","",""
"","","scream","","","","","","","","","","","",""
"","","wow","","","","","","","","","","","",""
"","","riot","","","","","","","","","","","",""
"62330","1.5","intentionally","he used that word intentionally","I did this by choice","","","","","","","","","",""
"","","deliberately","","","","","","","","","","","",""
"","","designedly","","","","","","","","","","","",""
"","","on purpose","","","","","","","","","","","",""
"","","purposely","","","","","","","","","","","",""
"","","advisedly","","","","","","","","","","","",""
"","","by choice","","","","","","","","","","","",""
"","","by design","","","","","","","","","","","",""
"391897","2.0","","","","","","","","","","","","","patrilineally"
"975487","1.8","chic","chic elegance","a smart new dress","a suit of voguish cut","","","","","","","","",""
"","","smart","","","","","","","","","","","",""
"","","voguish","","","","","","","","","","","",""
"2573853","2.0","beat","beat the subway fare","","","","","","","","","","",""
"","","bunk","","","","","","","","","","","",""
"827782","0.2","escort","","","","","","","","","","","",""
"","","accompaniment","","","","","","","","","","","",""
"15037339","1.0","","","","","","","","","","","","","antigen"
"422899","1.8181818181818181","","A rash erupted on her arms after she had touched the exotic plant","","","","","","","","","","","erupt"
"778509","0.7272727272727273","","the proximal end of a bone","","","","","","","","","","","proximal"
"605516","1.3636363636363635","","conventional wisdom","she had strayed from the path of conventional behavior","conventional forms of address","","","","","","","","","conventional"
"1547641","1.9090909090909092","","She reclined her head on the pillow","","","","","","","","","","","recline"
"7133701","0.5454545454545454","","","","","","","","","","","","","conversation"
"361509","1.5454545454545454","","unchaste conduct","","","","","","","","","","","unchaste"
"881551","1.0","","we faced redoubled attacks from the enemy","despite our redoubled efforts","","","","","","","","","","redoubled"
"1134330","1.6666666666666667","","","","","","","","","","","","","misconduct"
"1946279","2.0","","","","","","","","","","","","","outpoint"
"2127853","1.2222222222222223","miss","I missed that remark","She missed his point","We lost part of what he said","","","","","","","","",""
"","","lose","","","","","","","","","","","",""
"1178345","1.6","sunburned","","","","","","","","","","","",""
"","","sunburnt","","","","","","","","","","","",""
"651531","0.6","","","","","","","","","","","","","collation"
"1026721","1.8","","","","","","","","","","","","","rigid"
"2707251","1.75","weather","She braved the elements","","","","","","","","","","",""
"","","endure","","","","","","","","","","","",""
"","","brave","","","","","","","","","","","",""
"","","brave out","","","","","","","","","","","",""
"1575299","1.875","","an eerie feeling of deja vu","","","","","","","","","","","eerie"
"5238036","1.4444444444444444","sheath","","","","","","","","","","","",""
"","","case","","","","","","","","","","","",""
"2678001","1.6","","","","","","","","","","","","","capacitive"
"2492694","1.6666666666666667","","attending a motion picture show by the upper class was considered sluming in the early 20th century","","","","","","","","","","","slum"
"4073425","1.0","release","","","","","","","","","","","",""
"","","button","","","","","","","","","","","",""
"7286368","1.3333333333333333","omen","he looked for an omen before going into battle","","","","","","","","","","",""
"","","portent","","","","","","","","","","","",""
"","","presage","","","","","","","","","","","",""
"","","prognostic","","","","","","","","","","","",""
"","","prognostication","","","","","","","","","","","",""
"","","prodigy","","","","","","","","","","","",""
"2422499","1.6666666666666667","","","","","","","","","","","","","pound-foolish"
"102974","1.6666666666666667","drivel","The baby drooled","","","","","","","","","","",""
"","","drool","","","","","","","","","","","",""
"","","slabber","","","","","","","","","","","",""
"","","slaver","","","","","","","","","","","",""
"","","slobber","","","","","","","","","","","",""
"","","dribble","","","","","","","","","","","",""
"2671279","1.6","","This ticket will admit one adult to the show","","","","","","","","","","","admit"
"40152","0.6","interchange","","","","","","","","","","","",""
"","","reciprocation","","","","","","","","","","","",""
"","","give-and-take","","","","","","","","","","","",""
"1469677","1.6","magnetic","the hard disk is covered with a thin coat of magnetic material","","","","","","","","","","",""
"","","magnetized","","","","","","","","","","","",""
"","","magnetised","","","","","","","","","","","",""
"1564512","1.4","","","","","","","","","","","","","becalmed"
"14842019","2.0","","","","","","","","","","","","","halitosis"
"278555","1.6","sprinkle","baptized with a sprinkling of holy water","a sparge of warm water over the malt","","","","","","","","","",""
"","","sprinkling","","","","","","","","","","","",""
"","","sparge","","","","","","","","","","","",""
"517710","0.4","","halfway measures","","","","","","","","","","","halfway"
"7970406","0.0","family","he wanted to have a good job before starting a family","","","","","","","","","","",""
"","","family unit","","","","","","","","","","","",""
"15151470","1.8","nineties","","","","","","","","","","","",""
"","","1890s","","","","","","","","","","","",""
"2300060","1.2","bid","He called his trump","","","","","","","","","","",""
"","","call","","","","","","","","","","","",""
"1830042","1.6","","Make the people's hearts glow","","","","","","","","","","","glow"
"292750","1.6","","most of his friends are now belowground","","","","","","","","","","","belowground"
"4924103","1.5","","it was replaced because of its age","","","","","","","","","","","age"
"1208896","1.3333333333333333","","Dead bodies strewed the ground","","","","","","","","","","","strew"
"1259141","1.8333333333333333","nick","The barber's knife nicked his cheek","","","","","","","","","","",""
"","","snick","","","","","","","","","","","",""
"1014953","0.0","in-between","adolescence is an awkward in-between age","in a mediate position","the middle point on a line","","","","","","","","",""
"","","mediate","","","","","","","","","","","",""
"","","middle","","","","","","","","","","","",""
"7284554","0.3333333333333333","accompaniment","","","","","","","","","","","",""
"","","concomitant","","","","","","","","","","","",""
"","","attendant","","","","","","","","","","","",""
"","","co-occurrence","","","","","","","","","","","",""
"294190","1.8333333333333333","jog","","","","","","","","","","","",""
"","","trot","","","","","","","","","","","",""
"","","lope","","","","","","","","","","","",""
"7163110","0.3333333333333333","","they avoided a re-introduction of the old terminology","","","","","","","","","","","re-introduction"
"4669063","1.5","","","","","","","","","","","","","creditworthiness"
"1570562","1.8333333333333333","choke","This neckband is choking the cat","","","","","","","","","","",""
"","","gag","","","","","","","","","","","",""
"","","fret","","","","","","","","","","","",""
"4060904","1.0","","","","","","","","","","","","","receptacle"
"212208","1.5","determinedly","he clung to the past determinedly","","","","","","","","","","",""
"","","unfalteringly","","","","","","","","","","","",""
"","","unshakably","","","","","","","","","","","",""
"14033917","1.1666666666666667","flux","the flux following the death of the emperor","","","","","","","","","","",""
"","","state of flux","","","","","","","","","","","",""
"418765","0.8571428571428571","stiffen","Tighten the rules","stiffen the regulations","","","","","","","","","",""
"","","tighten","","","","","","","","","","","",""
"","","tighten up","","","","","","","","","","","",""
"","","constrain","","","","","","","","","","","",""
"1433081","1.5714285714285714","","wanted a maxi-length coat","a maxidress","","","","","","","","","","maxi"
"433529","1.625","cloudy","a cloudy liquid","muddy coffee","murky waters","","","","","","","","",""
"","","muddy","","","","","","","","","","","",""
"","","mirky","","","","","","","","","","","",""
"","","murky","","","","","","","","","","","",""
"","","turbid","","","","","","","","","","","",""
"7282006","1.25","vocal music","","","","","","","","","","","",""
"","","vocal","","","","","","","","","","","",""
"5800998","0.2857142857142857","poll","","","","","","","","","","","",""
"","","opinion poll","","","","","","","","","","","",""
"","","public opinion poll","","","","","","","","","","","",""
"","","canvass","","","","","","","","","","","",""
"6722453","0.7142857142857143","","according to his statement he was in London on that day","","","","","","","","","","","statement"
"1788843","1.4285714285714286","freckled","","","","","","","","","","","",""
"","","lentiginous","","","","","","","","","","","",""
"","","lentiginose","","","","","","","","","","","",""
"4776572","1.4285714285714286","","","","","","","","","","","","","inertness"
"8624385","1.4285714285714286","post","a soldier manned the entrance post","a sentry station","","","","","","","","","",""
"","","station","","","","","","","","","","","",""
"264262","1.5714285714285714","stalwart","a stalwart knight","a stouthearted fellow who had an active career in the army","","","","","","","","","",""
"","","stouthearted","","","","","","","","","","","",""
"1132980","1.7142857142857142","atom-bomb","","","","","","","","","","","",""
"","","nuke","","","","","","","","","","","",""
"9279161","1.4285714285714286","","","","","","","","","","","","","fermion"
"2714578","0.5714285714285714","","distributional requirements","","","","","","","","","","","distributional"
"13874384","1.2857142857142858","","","","","","","","","","","","","arc"
"1209025","1.5714285714285714","grass","","","","","","","","","","","",""
"","","grass over","","","","","","","","","","","",""
"53609","1.1428571428571428","disappearance","","","","","","","","","","","",""
"","","disappearing","","","","","","","","","","","",""
"128867","1.5","","","","","","","","","","","","","blast"
"13913849","0.6666666666666666","branch","he broke off one of the branches","","","","","","","","","","",""
"","","leg","","","","","","","","","","","",""
"","","ramification","","","","","","","","","","","",""
"1405047","0.5714285714285714","clear","","","","","","","","","","","",""
"","","decipherable","","","","","","","","","","","",""
"","","readable","","","","","","","","","","","",""
"1428972","0.2857142857142857","","a guided missile","","","","","","","","","","","guided"
"3018112","1.1428571428571428","topographical","a topographical engineer","a topographical survey","topographic maps","","","","","","","","",""
"","","topographic","","","","","","","","","","","",""
"2056663","0.8571428571428571","","sacral laws","","","","","","","","","","","sacral"
"1929467","1.0","tread","The soldiers trampled across the fields","","","","","","","","","","",""
"","","trample","","","","","","","","","","","",""
"50887","1.2857142857142858","reappearance","his reappearance as Hamlet has been long awaited","","","","","","","","","","",""
"","","return","","","","","","","","","","","",""
"13923929","1.7142857142857142","","switched from keyboard to voice mode","","","","","","","","","","","mode"
"2724759","1.4285714285714286","","existentialist movement","existentialist philosophy","the existentialist character of his ideas","","","","","","","","","existentialist"
"1582200","1.4285714285714286","shroud","The origins of this civilization are shrouded in mystery","","","","","","","","","","",""
"","","enshroud","","","","","","","","","","","",""
"","","hide","","","","","","","","","","","",""
"","","cover","","","","","","","","","","","",""
"2950018","1.8571428571428572","","","","","","","","","","","","","cannery"
"13964466","1.0","","","","","","","","","","","","","bigamy"
"1537409","1.5714285714285714","tarnish","The silver was tarnished by the long exposure to the air","Her reputation was sullied after the affair with a married man","","","","","","","","","",""
"","","stain","","","","","","","","","","","",""
"","","maculate","","","","","","","","","","","",""
"","","sully","","","","","","","","","","","",""
"","","defile","","","","","","","","","","","",""
"4644512","1.2857142857142858","","he expressed his willingness to help","","","","","","","","","","","willingness"
"1049475","1.8571428571428572","","no mask could conceal his ignorance","they moved in under a mask of friendship","","","","","","","","","","mask"
"296263","1.5714285714285714","","Magellan's circumnavigation of the earth proved that it is a globe","","","","","","","","","","","circumnavigation"
"13265749","1.6666666666666667","largess","","","","","","","","","","","",""
"","","largesse","","","","","","","","","","","",""
"54109","1.7142857142857142","gooey","","","","","","","","","","","",""
"","","icky","","","","","","","","","","","",""
"2668523","1.1428571428571428","violate","This sentence violates the rules of syntax","","","","","","","","","","",""
"","","go against","","","","","","","","","","","",""
"","","break","","","","","","","","","","","",""
"8618669","1.8333333333333333","","","","","","","","","","","","","perigee"
"36291","1.8571428571428572","slightly","his arguments were somewhat self-contradictory","the children argued because one slice of cake was slightly larger than the other","","","","","","","","","",""
"","","somewhat","","","","","","","","","","","",""
"","","more or less","","","","","","","","","","","",""
"7987903","1.7142857142857142","octet","","","","","","","","","","","",""
"","","octette","","","","","","","","","","","",""
"","","eightsome","","","","","","","","","","","",""
"613975","1.8571428571428572","","","","","","","","","","","","","bushy"
"281790","1.6666666666666667","","The illness has sallowed her face","","","","","","","","","","","sallow"
"13936676","1.7142857142857142","nightmare","","","","","","","","","","","",""
"","","incubus","","","","","","","","","","","",""
"7467846","1.2857142857142858","meet","","","","","","","","","","","",""
"","","sports meeting","","","","","","","","","","","",""
"1056780","1.4285714285714286","","Cackling geese","","","","","","","","","","","gaggle"
"342498","1.5714285714285714","","he cold-bloodedly planned the murder of his boss","","","","","","","","","","","cold-bloodedly"
"2558032","1.4285714285714286","","","","","","","","","","","","","heart-healthy"
"4330267","1.7142857142857142","","","","","","","","","","","","","stove"
"1184453","1.0","","Can you accommodate me with a rental car?","","","","","","","","","","","accommodate"
"6660396","1.7142857142857142","","the quota for Japanese imports was negotiated","","","","","","","","","","","quota"
"1777526","1.4285714285714286","","","","","","","","","","","","","mind-expanding"
"4492375","1.5","","","","","","","","","","","","","truss"
"39297","0.2857142857142857","","they kept in daily contact","they claimed that they had been in contact with extraterrestrial beings","","","","","","","","","","contact"
"2945820","1.4285714285714286","","developmental psychology","","","","","","","","","","","developmental"
"6605046","1.2","","","","","","","","","","","","","euphemism"
"916706","0.6","convertible","convertible securities","","","","","","","","","","",""
"","","exchangeable","","","","","","","","","","","",""
"7131511","1.4","accent","he couldn't suppress his contemptuous accent","she had a very clear speech pattern","","","","","","","","","",""
"","","speech pattern","","","","","","","","","","","",""
"1070708","1.2","","","","","","","","","","","","","price-fixing"
"2530167","0.8","try","He tried to shake off his fears","The infant had essayed a few wobbly steps","The police attempted to stop the thief","He sought to improve himself","She always seeks to do good in the world","","","","","","",""
"","","seek","","","","","","","","","","","",""
"","","attempt","","","","","","","","","","","",""
"","","essay","","","","","","","","","","","",""
"","","assay","","","","","","","","","","","",""
"281101","1.4285714285714286","discolor","The shirts discolored","","","","","","","","","","",""
"","","discolour","","","","","","","","","","","",""
"","","colour","","","","","","","","","","","",""
"","","color","","","","","","","","","","","",""
"397720","1.6","meanly","this new leader meanly threatens the deepest values of our society","","","","","","","","","","",""
"","","scurvily","","","","","","","","","","","",""
"","","basely","","","","","","","","","","","",""
"19448","0.4","","the medicine affects my heart rate","","","","","","","","","","","affect"
"8433727","1.8","aviation","","","","","","","","","","","",""
"","","air power","","","","","","","","","","","",""
"237833","1.4","unwittingly","he unwittingly deleted the references","","","","","","","","","","",""
"","","inadvertently","","","","","","","","","","","",""
"","","unknowingly","","","","","","","","","","","",""
"757634","1.4","","","","","","","","","","","","","monounsaturated"
"16532","2.0","","torrential rains","","","","","","","","","","","torrential"
"7381329","2.0","","","","","","","","","","","","","coo"
"2527651","1.2","botch","I botched the dinner and we had to eat out","the pianist screwed up the difficult passage in the second movement","","","","","","","","","",""
"","","bodge","","","","","","","","","","","",""
"","","bumble","","","","","","","","","","","",""
"","","fumble","","","","","","","","","","","",""
"","","botch up","","","","","","","","","","","",""
"","","muff","","","","","","","","","","","",""
"","","blow","","","","","","","","","","","",""
"","","flub","","","","","","","","","","","",""
"","","screw up","","","","","","","","","","","",""
"","","ball up","","","","","","","","","","","",""
"","","spoil","","","","","","","","","","","",""
"","","muck up","","","","","","","","","","","",""
"","","bungle","","","","","","","","","","","",""
"","","fluff","","","","","","","","","","","",""
"","","bollix","","","","","","","","","","","",""
"","","bollix up","","","","","","","","","","","",""
"","","bollocks","","","","","","","","","","","",""
"","","bollocks up","","","","","","","","","","","",""
"","","bobble","","","","","","","","","","","",""
"","","mishandle","","","","","","","","","","","",""
"","","louse up","","","","","","","","","","","",""
"","","foul up","","","","","","","","","","","",""
"","","mess up","","","","","","","","","","","",""
"","","fuck up","","","","","","","","","","","",""
"5931512","1.0","","","","","","","","","","","","","grid"
"7194499","1.25","","","","","","","","","","","","","deposition"
"15228162","2.0","half-hour","","","","","","","","","","","",""
"","","30 minutes","","","","","","","","","","","",""
"1354673","0.0","connect","Can you connect the two loudspeakers?","Tie the ropes together","Link arms","","","","","","","","",""
"","","link","","","","","","","","","","","",""
"","","tie","","","","","","","","","","","",""
"","","link up","","","","","","","","","","","",""
"818974","2.0","insist","I must insist!","","","","","","","","","","",""
"","","take a firm stand","","","","","","","","","","","",""
"5309725","2.0","palate","","","","","","","","","","","",""
"","","roof of the mouth","","","","","","","","","","","",""
"633329","2.0","application","it is a job requiring serious application","","","","","","","","","","",""
"","","diligence","","","","","","","","","","","",""
"2397637","0.75","promote","John was kicked upstairs when a replacement was hired","Women tend not to advance in the major law firms","I got promoted after many years of hard work","","","","","","","","",""
"","","upgrade","","","","","","","","","","","",""
"","","advance","","","","","","","","","","","",""
"","","kick upstairs","","","","","","","","","","","",""
"","","raise","","","","","","","","","","","",""
"","","elevate","","","","","","","","","","","",""
"367552","1.5","","the dance involved a deliberate exaggeration of his awkwardness","","","","","","","","","","","exaggeration"
"436848","1.5","quarterly","interest is compounded quarterly","","","","","","","","","","",""
"","","every quarter","","","","","","","","","","","",""
"1427333","1.75","pestilent","a pestilential malignancy in the air","plaguey fevers","","","","","","","","","",""
"","","pestilential","","","","","","","","","","","",""
"","","pestiferous","","","","","","","","","","","",""
"","","plaguey","","","","","","","","","","","",""
"14461679","2.0","whole shebang","we saw the whole shebang","a hotdog with the works","we took on the whole caboodle","for $10 you get the full treatment","","","","","","","",""
"","","whole kit and caboodle","","","","","","","","","","","",""
"","","kit and caboodle","","","","","","","","","","","",""
"","","whole kit and boodle","","","","","","","","","","","",""
"","","kit and boodle","","","","","","","","","","","",""
"","","whole kit","","","","","","","","","","","",""
"","","whole caboodle","","","","","","","","","","","",""
"","","whole works","","","","","","","","","","","",""
"","","works","","","","","","","","","","","",""
"","","full treatment","","","","","","","","","","","",""
"8102402","0.0","genealogy","","","","","","","","","","","",""
"","","family tree","","","","","","","","","","","",""
"7414922","0.0","meeting","he still remembers their meeting in Paris","there was a brief encounter in the hallway","","","","","","","","","",""
"","","encounter","","","","","","","","","","","",""
"76196","1.0","faux pas","","","","","","","","","","","",""
"","","gaffe","","","","","","","","","","","",""
"","","solecism","","","","","","","","","","","",""
"","","slip","","","","","","","","","","","",""
"","","gaucherie","","","","","","","","","","","",""
"2669295","1.0","","","","","","","","","","","","","abutment"
"1488066","1.4","","an objection that is immaterial after the fact","","","","","","","","","","","immaterial"
"7162545","1.2","","","","","","","","","","","","","hypothesis"
"1559340","2.0","","","","","","","","","","","","","lacerate"
"2761831","1.4","","","","","","","","","","","","","provencal"
"2458497","1.5","stressed","he dropped out of the race, clearly distressed and having difficulty breathing","","","","","","","","","","",""
"","","distressed","","","","","","","","","","","",""
"1512527","0.5","","by main strength","","","","","","","","","","","main"
"592539","1.0","insistent","the bluejay's insistent cry","","","","","","","","","","",""
"","","repetitive","","","","","","","","","","","",""
"2461438","1.5","","I wouldn't have told you this if it weren't so","a truthful statement","","","","","","","","","","truthful"
"4934546","0.75","consistency","wool has more body than rayon","when the dough has enough consistency it is ready to bake","","","","","","","","","",""
"","","consistence","","","","","","","","","","","",""
"","","eubstance","","","","","","","","","","","",""
"","","body","","","","","","","","","","","",""
"378365","1.125","sincerely","she praised him sincerely for his victory","was unfeignedly glad to see his old teacher","we are truly sorry for the inconvenience","","","","","","","","",""
"","","unfeignedly","","","","","","","","","","","",""
"","","truly","","","","","","","","","","","",""
"2194351","1.75","eighty-two","","","","","","","","","","","",""
"","","82","","","","","","","","","","","",""
"","","lxxxii","","","","","","","","","","","",""
"469794","1.5555555555555556","","My opponent was wilting","","","","","","","","","","","wilt"
"2014863","1.6666666666666667","blaze","The spaceship blazed out into space","","","","","","","","","","",""
"","","blaze out","","","","","","","","","","","",""
"2435026","1.2222222222222223","","the climate is at least tolerable","","","","","","","","","","","tolerable"
"2482644","1.3333333333333333","sectional","a sectional sofa","sectioned plates","","","","","","","","","",""
"","","sectioned","","","","","","","","","","","",""
"5042138","1.5555555555555556","inanition","","","","","","","","","","","",""
"","","lassitude","","","","","","","","","","","",""
"","","lethargy","","","","","","","","","","","",""
"","","slackness","","","","","","","","","","","",""
"2879535","1.5555555555555556","","","","","","","","","","","","","extralinguistic"
"1218341","1.5555555555555556","","avenues lined with high-rise apartment buildings","","","","","","","","","","","high-rise"
"1179345","0.875","celestial","celestial peace","ethereal melodies","the supernal happiness of a quiet death","","","","","","","","",""
"","","ethereal","","","","","","","","","","","",""
"","","supernal","","","","","","","","","","","",""
"2595829","0.625","","","","","","","","","","","","","allogeneic"
"287940","1.25","","he complacently lived out his life as a village school teacher","","","","","","","","","","","complacently"
"2913152","1.375","building","there was a three-story building on the corner","it was an imposing edifice","","","","","","","","","",""
"","","edifice","","","","","","","","","","","",""
"804139","0.75","assent","The Maestro assented to the request for an encore","","","","","","","","","","",""
"","","accede","","","","","","","","","","","",""
"","","acquiesce","","","","","","","","","","","",""
"1325451","1.0","edifying","the paintings in the church served an edifying purpose even for those who could not read","","","","","","","","","","",""
"","","enlightening","","","","","","","","","","","",""
"2027226","0.0","huddle","let's huddle together--it's cold!","","","","","","","","","","",""
"","","huddle together","","","","","","","","","","","",""
"720961","0.875","","He could tell that she was unhappy","","","","","","","","","","","tell"
"14492373","1.5","luxury","","","","","","","","","","","",""
"","","luxuriousness","","","","","","","","","","","",""
"","","opulence","","","","","","","","","","","",""
"","","sumptuousness","","","","","","","","","","","",""
"167077","0.75","charismatic","a charismatic leader","a magnetic personality","","","","","","","","","",""
"","","magnetic","","","","","","","","","","","",""
"386587","0.875","","the body is spindle-shaped and only slightly compressed laterally","","","","","","","","","","","laterally"
"755447","0.75","appeal","appeal to somebody for help","Invoke God in times of trouble","","","","","","","","","",""
"","","invoke","","","","","","","","","","","",""
"1773825","1.125","eat into","The injustice rankled her","his resentment festered","","","","","","","","","",""
"","","fret","","","","","","","","","","","",""
"","","rankle","","","","","","","","","","","",""
"","","grate","","","","","","","","","","","",""
"1425154","1.5","","he stepped on a dud mine","","","","","","","","","","","dud"
"7350754","1.375","recoil","","","","","","","","","","","",""
"","","kick","","","","","","","","","","","",""
"1463792","0.75","tease","tease wool","","","","","","","","","","",""
"","","tease apart","","","","","","","","","","","",""
"","","loosen","","","","","","","","","","","",""
"355950","1.5","","","","","","","","","","","","","isotonic"
"5079638","1.375","verticality","","","","","","","","","","","",""
"","","verticalness","","","","","","","","","","","",""
"","","erectness","","","","","","","","","","","",""
"","","uprightness","","","","","","","","","","","",""
"2522417","1.125","","involuntary muscles","gave an involuntary start","","","","","","","","","","involuntary"
"1869003","1.5","wobble","His knees wobbled","The old cart wobbled down the street","","","","","","","","","",""
"","","coggle","","","","","","","","","","","",""
"1625492","1.375","charnel","a charnel smell came from the chest filled with dead men's bones","ghastly shrieks","the sepulchral darkness of the catacombs","","","","","","","","",""
"","","ghastly","","","","","","","","","","","",""
"","","sepulchral","","","","","","","","","","","",""
"2726164","0.5","help oneself","I can't help myself--I have to smoke","She could not help watching the sad spectacle","","","","","","","","","",""
"","","help","","","","","","","","","","","",""
"5827129","0.875","","","","","","","","","","","","","tip-off"
"1158596","1.25","","alcoholic drinks","","","","","","","","","","","alcoholic"
"1141504","1.5","fly-fish","","","","","","","","","","","",""
"","","flyfish","","","","","","","","","","","",""
"2946824","1.75","","","","","","","","","","","","","camshaft"
"1289155","1.5","rope","rope the bag securely","","","","","","","","","","",""
"","","leash","","","","","","","","","","","",""
"7335716","1.5","","","","","","","","","","","","","disappearance"
"85678","0.5","confiscation","","","","","","","","","","","",""
"","","arrogation","","","","","","","","","","","",""
"2752865","2.0","","a jittery ride","","","","","","","","","","","jittery"
"137373","1.6666666666666667","","his out-of-pocket costs were $10","","","","","","","","","","","out-of-pocket"
"641343","1.3333333333333333","mannerly","","","","","","","","","","","",""
"","","well-mannered","","","","","","","","","","","",""
"2604913","0.0","","","","","","","","","","","","","ancestral"
"9326662","1.6666666666666667","knoll","","","","","","","","","","","",""
"","","mound","","","","","","","","","","","",""
"","","hillock","","","","","","","","","","","",""
"","","hummock","","","","","","","","","","","",""
"","","hammock","","","","","","","","","","","",""
"3178430","2.0","","","","","","","","","","","","","derrick"
"792142","0.6666666666666666","","","","","","","","","","","","","immunohistochemistry"
"4176747","0.3333333333333333","set-back","","","","","","","","","","","",""
"","","setoff","","","","","","","","","","","",""
"","","offset","","","","","","","","","","","",""
"975202","1.6666666666666667","trump","","","","","","","","","","","",""
"","","trump out","","","","","","","","","","","",""
"2853449","0.6666666666666666","blockage","we had to call a plumber to clear out the blockage in the drainpipe","","","","","","","","","","",""
"","","block","","","","","","","","","","","",""
"","","closure","","","","","","","","","","","",""
"","","occlusion","","","","","","","","","","","",""
"","","stop","","","","","","","","","","","",""
"","","stoppage","","","","","","","","","","","",""
"172258","0.3333333333333333","","","","","","","","","","","","","redevelop"
"70641","0.3333333333333333","motivation","","","","","","","","","","","",""
"","","motivating","","","","","","","","","","","",""
"1824532","2.0","wish","","","","","","","","","","","",""
"","","wish well","","","","","","","","","","","",""
"186756","2.0","","he spoke calmly to the rioting students","","","","","","","","","","","calmly"
"431396","2.0","","all this is most prettily done","","","","","","","","","","","prettily"
"548316","1.6666666666666667","pithy","welcomed her pithy comments","the peculiarly sardonic and sententious style in which Don Luis composed his epigrams","","","","","","","","","",""
"","","sententious","","","","","","","","","","","",""
"14429484","0.0","","","","","","","","","","","","","ranking"
"13246332","1.6666666666666667","","she packed her things and left","","","","","","","","","","","things"
"2181402","0.6666666666666666","","bells were pealing","","","","","","","","","","","peal"
"1576917","0.6666666666666666","cushion","cushion the blow","","","","","","","","","","",""
"","","buffer","","","","","","","","","","","",""
"","","soften","","","","","","","","","","","",""
"1270199","1.3333333333333333","wash","","","","","","","","","","","",""
"","","rinse","","","","","","","","","","","",""
"916274","1.3333333333333333","snap","The sales clerk snapped a reply at the angry customer","The guard snarled at us","","","","","","","","","",""
"","","snarl","","","","","","","","","","","",""
"1376705","1.0","","a well-known politician","well-known facts","a politician who is well known","these facts are well known","","","","","","","","well-known"
"2703438","0.6666666666666666","cosmologic","cosmologic science","cosmological redshift","cosmogonic theories of the origin of the universe","","","","","","","","",""
"","","cosmological","","","","","","","","","","","",""
"","","cosmogonic","","","","","","","","","","","",""
"","","cosmogonical","","","","","","","","","","","",""
"","","cosmogenic","","","","","","","","","","","",""
"6397903","0.3333333333333333","foreword","","","","","","","","","","","",""
"","","preface","","","","","","","","","","","",""
"","","prolusion","","","","","","","","","","","",""
"5859071","0.6666666666666666","parameter","","","","","","","","","","","",""
"","","parametric quantity","","","","","","","","","","","",""
"971933","2.0","dapper","a dapper young man","a jaunty red hat","","","","","","","","","",""
"","","dashing","","","","","","","","","","","",""
"","","jaunty","","","","","","","","","","","",""
"","","natty","","","","","","","","","","","",""
"","","raffish","","","","","","","","","","","",""
"","","rakish","","","","","","","","","","","",""
"","","spiffy","","","","","","","","","","","",""
"","","snappy","","","","","","","","","","","",""
"","","spruce","","","","","","","","","","","",""
"91404","1.6666666666666667","","","","","","","","","","","","","staging"
"6999647","2.0","figure","the area covered can be seen from Figure 2","","","","","","","","","","",""
"","","fig","","","","","","","","","","","",""
"3829563","1.6666666666666667","noose","","","","","","","","","","","",""
"","","running noose","","","","","","","","","","","",""
"","","slip noose","","","","","","","","","","","",""
"1277097","0.0","cardinal","a cardinal rule","the central cause of the problem","an example that was fundamental to the argument","computers are fundamental to modern industrial structure","","","","","","","",""
"","","central","","","","","","","","","","","",""
"","","fundamental","","","","","","","","","","","",""
"","","key","","","","","","","","","","","",""
"","","primal","","","","","","","","","","","",""
"1140290","1.5","lissome","","","","","","","","","","","",""
